C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_004.jpg,"[[794, 843]]","[{'score': 0.7226542234420776, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_005.jpg,"[[173, 421]]","[{'score': 0.9888893365859985, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_010.jpg,"[[578, 505]]","[{'score': 0.9966738820075989, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_016.jpg,"[[406, 470]]","[{'score': 0.9983298778533936, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_021.jpg,"[[785, 687]]","[{'score': 0.9162313342094421, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_025.jpg,"[[726, 251]]","[{'score': 0.9964949488639832, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_041.jpg,"[[138, 544]]","[{'score': 0.8920677900314331, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_051.jpg,"[[275, 403]]","[{'score': 0.9990392327308655, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_057.jpg,"[[365, 364]]","[{'score': 0.9736893177032471, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_058.jpg,"[[408, 287]]","[{'score': 0.9847383499145508, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_062.jpg,"[[167, 228]]","[{'score': 0.9549265503883362, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_063.jpg,"[[304, 146]]","[{'score': 0.5761877298355103, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_070.jpg,"[[328, 159]]","[{'score': 0.9819417595863342, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_071.jpg,"[[487, 253]]","[{'score': 0.9406930804252625, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_076.jpg,"[[724, 177]]","[{'score': 0.9302577376365662, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_078.jpg,"[[289, 412]]","[{'score': 0.9455804824829102, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_079.jpg,"[[759, 710]]","[{'score': 0.9625144600868225, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_084.jpg,"[[399, 482]]","[{'score': 0.9868879914283752, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_103.jpg,"[[112, 177]]","[{'score': 0.8121486306190491, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_105.jpg,"[[636, 338]]","[{'score': 0.9666033983230591, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_109.jpg,"[[419, 783]]","[{'score': 0.9637040495872498, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_111.jpg,"[[506, 228]]","[{'score': 0.9723825454711914, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_112.jpg,"[[138, 792]]","[{'score': 0.7363309860229492, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_114.jpg,"[[748, 595]]","[{'score': 0.8537759780883789, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_118.jpg,"[[229, 386]]","[{'score': 0.9959122538566589, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_128.jpg,"[[154, 103]]","[{'score': 0.8707684278488159, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_130.jpg,"[[458, 303]]","[{'score': 0.9961491227149963, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_139.jpg,"[[539, 485]]","[{'score': 0.9907220005989075, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_145.jpg,"[[618, 480]]","[{'score': 0.9732726216316223, 'id': 'document'}]"
C:/Users/Mathe/Downloads/nuveo_final/01-WheresWally/test/wally_149.jpg,"[[597, 242]]","[{'score': 0.9402754902839661, 'id': 'document'}]"
